L_thumb,L_index,L_middle,L_ring,L_pinky,L_wrist,R_thumb,R_index,R_middle,R_ring,R_pinky,R_wrist,label
1.0,0.0,0.0,0.10833406107113228,0.0,0.06998225513506112,0.8910279114169295,0.17565464838078715,0.037964817093749575,0.0,0.0,0.06341736028382433,3
0.0,0.9933251529773381,1.0,0.0,0.10348639320397396,0.02271533628151548,0.0,0.9531780720350546,1.0,0.14697314234711945,0.026167149242271093,0.15310549245743332,4
1.0,0.9258648233761386,0.9656738022484872,1.0,1.0,0.0,1.0,0.9986331615533282,0.9991084212977058,1.0,1.0,0.10841331146463856,0
0.011312652589440947,1.0,0.06754692416513236,0.0,0.0,0.0,0.09789858375390481,0.9128598758206635,0.0,0.0,0.1355968329246069,0.05410514990015233,2
0.0,1.0,0.08828610888805041,0.003231370216049051,0.06720505428350848,0.0,0.13543064503805652,1.0,0.0,0.14187529955733458,0.0,0.0,2
0.0,0.9921262691223957,1.0,0.0,0.0,0.1190666071756731,0.0,1.0,1.0,0.0,0.0,0.016600603509223683,4
0.9225069009887187,0.0,0.04741395850109753,0.0,0.0,0.01888707941224549,1.0,0.0,0.013661562239647401,0.0,0.07278748807450547,0.0,3
0.0,0.9343929214892868,0.9824371548064487,0.001746217042222123,0.1132782894994469,0.0,0.10364839095964434,0.8634855410100284,1.0,0.0,0.12727445268605042,0.0,4
0.08044640589558993,0.0,0.08963826661933735,0.0,0.0,0.0,0.0,0.03814330472368202,0.0,0.15487597325125835,0.0,0.0,1
0.04962958404788875,0.0,0.11149686032988418,0.0,0.0,0.0,0.0,0.17440131622725835,0.04102761265801699,0.007561995559401208,0.07617809941523324,0.03509012297307468,1
0.0,1.0,0.9905369546770892,0.0,0.049455921811245085,0.04103141024342752,0.12052284562731658,1.0,0.9209191175780054,0.03907860172239863,0.03319942403594148,0.15838753796813992,4
0.027915681044383578,0.0,0.07618607496883953,0.05109568433475947,0.04100886370414461,0.008036382934830666,0.0,0.0,0.06641207092993479,0.07567772474838536,0.0,0.0,1
0.0,0.9835564429608278,1.0,0.04436587448031226,0.025118198579925727,0.0,0.0,0.8808195893371293,0.8684882676316973,0.1375431118924051,0.0,0.0,4
0.0,0.9093695941956587,0.006621342731458146,0.018692333360779523,0.03870455412287205,0.1143238686571269,0.02106548444029055,1.0,0.05741307998425016,0.08469658038102723,0.0,0.0,2
0.0,1.0,0.0,0.0,0.08542861272121868,0.0,0.0,1.0,0.0,0.10970151994659771,0.0,0.13336469286259434,2
0.10839457001582592,0.0,0.06615669857100565,0.0,0.0,0.0,0.09764111988984042,0.0,0.08554284451926308,0.0,0.0,0.09755854840446793,1
0.8956420816551023,0.0,0.10767888784057314,0.0,0.0,0.10062586827856054,0.980596762281286,0.17874735889234245,0.0,0.0,0.0,0.10439933893274195,3
0.961681322359428,1.0,1.0,0.9463044581814843,0.8824362674652825,0.10753501866648749,0.9966956806282911,1.0,0.8534992061996818,0.8997747041701109,1.0,0.0,0
1.0,0.8971383608453954,0.9198214694129739,0.9538268350274158,1.0,0.016609691836582174,0.9977662789642303,0.8489590666837483,0.8343498823061007,0.9755303190978781,0.936035770008988,0.0,0
0.01570112889876421,1.0,0.8960305865450736,0.06665757047571993,0.0,0.10477787469145317,0.0,1.0,0.9488364170295804,0.15501997635997422,0.0,0.1496949781921887,4
0.9043018746336006,0.9293321144123049,0.9255962218212125,1.0,1.0,0.055193761360869564,0.8752923764260243,0.9498984116418183,0.9739381446804569,0.9260378016278373,1.0,0.03607759008495676,0
0.11605898355129476,0.11608041063055194,0.06692875614062613,0.0,0.0,0.09357971479309307,0.1073153666307497,0.0,0.0,0.0,0.1002697679689677,0.0,1
0.09235524405419188,0.9013664527293257,1.0,0.0,0.0,0.04575029073466247,0.0,0.8335486198365002,1.0,0.17101853801357642,0.023416670215017116,0.04192513217873667,4
0.0,1.0,0.0354154252088861,0.0,0.0,0.0,0.1693387674160417,0.8560841675158626,0.009640277992374158,0.0816352649790042,0.11087738159480592,0.03718566593455358,2
0.0,0.9920570757002152,1.0,0.0998730248626988,0.015291716471563882,0.0,0.09795192613740938,1.0,1.0,0.16091619872877444,0.0,0.0,4
0.07463864630741363,0.027328268026749786,0.0,0.0,0.0,0.0,0.008884002195516494,0.0,0.0,0.1465947759788937,0.0,0.0,1
0.09494075782897499,1.0,0.0,0.007315353753883924,0.023906756367740895,0.04306399481042242,0.14984436794914513,1.0,0.15583746027606982,0.11185898934688027,0.07607040559892414,0.0,2
1.0,0.9021913591664473,1.0,0.9257155884233772,0.9444307810851955,0.04168126095229882,0.9925819143295294,1.0,0.9398671518947757,1.0,0.8255201342422575,0.15737751475280914,0
0.10580358634234488,0.04576378926776162,0.06931265057015165,0.0,0.012654696794790393,0.0,0.0,0.14752407599888195,0.0,0.17207742758433225,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.012111544691375514,1.0,0.0017005397807095535,0.0,0.15884989916402648,0.1794761257166092,0.0,3
0.05211091775756893,0.9946001558234118,0.8905813195317278,0.04690844338316669,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4
0.025252460057168885,0.9877523251527026,0.0,0.016642141034283214,0.07842814025892908,0.0,0.0,0.9329839620177973,0.0,0.0,0.17396919022070978,0.027364230289400243,2
0.02343567345700462,0.06326149100681205,0.0,0.05037477190140055,0.0,0.07549778601872362,0.0,0.06869452919578942,0.10225070029661049,0.0,0.09888923089453394,0.09264025237596846,1
0.0,0.0811461915219501,0.05404812007983345,0.0,0.05123851376647737,0.019660469759076787,0.0,0.0,0.0,0.09647984000793475,0.0,0.0,1
0.9724072032544855,0.0,0.0,0.0,0.0,0.0,1.0,0.11411621592552001,0.027792533234033467,0.0,0.0,0.0436725218192463,3
1.0,0.0,0.0,0.08018313868687518,0.0,0.0,1.0,0.0025058728369169725,0.0,0.0986660812569406,0.16343349850100036,0.0,3
0.0,0.0,0.003927813852245693,0.11271950084139229,0.07934913155289988,0.0631590487899058,0.0,0.06748807380711547,0.11763669936305993,0.10783032045846458,0.0,0.0,1
1.0,1.0,1.0,1.0,1.0,0.0780567041583917,0.9699712421187686,1.0,0.9992937016490018,1.0,0.9242817964485781,0.1643940611835858,0
0.0,0.993293959403323,0.09803567398760643,0.0,0.0,0.10759876458278836,0.0,1.0,0.0,0.10037099072343098,0.010390342903859678,0.0,2
1.0,0.0872984109558245,0.03028569872928724,0.0,0.09088345108032764,0.05679205640626461,1.0,0.0,0.03604666563685752,0.0455533549883092,0.0,0.07056063589577061,3
0.05520426111479465,0.05668292618858539,0.0,0.0,0.019072087208759664,0.09403743075277746,0.0,0.0966983007007679,0.0,0.011203821465039648,0.0,0.10728630520995902,1
0.0,0.10353509756055904,0.0,0.0,0.09463590068884958,0.0,0.13418729942698726,0.0,0.0,0.0,0.042694883705450964,0.0,1
1.0,0.9985880860041733,1.0,1.0,0.9877372616788151,0.10179702201255825,0.8445830530584721,0.9791949029810625,0.9290153566500446,0.9188825202950173,0.8402219632767081,0.002641278704320127,0
0.9364489348002235,0.9087727873473098,1.0,0.93909168346927,1.0,0.02865156247970474,0.9059269429417046,0.9624829048448517,1.0,0.9279989487275544,0.9338237906578675,0.09067121726918476,0
1.0,1.0,0.9761882425598838,0.9140499169963044,1.0,0.0,1.0,1.0,0.8505845343917846,0.8389391775131878,0.8766675629585752,0.042421745493370994,0
0.0,0.9106976834015788,1.0,0.1018383550878528,0.0,0.0,0.08091994976145972,0.9695839265734103,0.8211066791237984,0.043580917454089735,0.0,0.0,4
0.9943029474595525,0.8989492119457799,1.0,1.0,1.0,0.09610921475318204,1.0,1.0,1.0,0.8654269595098742,0.9724149637536158,0.17578077708128964,0
0.02445820234339449,1.0,0.0,0.04782350912947608,0.07561242207623295,0.0,0.164716971360874,1.0,0.0,0.0,0.0,0.1107208122677556,2
0.05948849361038086,0.08193343258005881,0.0,0.08335226194093173,0.07399314703840704,0.0054551966902085525,0.0,0.0,0.12217745320746165,0.06861414613104361,0.0,0.0912938212962594,1
0.9462904877279537,0.0,0.08346546789007056,0.0,0.0,0.031936756973957814,1.0,0.03771756885913652,0.013071660339988744,0.11668911912934699,0.05250296792201861,0.1647812504510231,3
0.0,1.0,0.08197500794178222,0.0,0.0,0.0,0.0,0.9489113162760323,0.0,0.0,0.06301588707884825,0.0,2
0.06120910327865389,1.0,0.010941296517518989,0.0,0.03648206991387487,0.0,0.07173200300262567,0.9552469781474895,0.0924792141087713,0.0,0.08933355453410718,0.0,2
0.9273750980494188,0.010168520073966736,0.0,0.0,0.016639024632458338,0.019611250930587604,1.0,0.0,0.0,0.09164169003502126,0.03648749275108837,0.0,3
0.9019184527914365,1.0,1.0,1.0,1.0,0.11989738005058831,1.0,0.8853360930003253,1.0,1.0,0.9970212887887648,0.0,0
0.0,1.0,0.1025349382365949,0.0,0.0,0.019496059666640697,0.0,0.9890467272862683,0.0,0.16834179673903016,0.1490505546854508,0.0,2
0.9163951488022414,0.011293433132505692,0.0,0.09985710241308685,0.0,0.0,1.0,0.0,0.0,0.0,0.1437859118237001,0.04204740749338179,3
0.0594776082526306,0.10229689019337776,0.0,0.09046473252156326,0.02710357695148438,0.06277534054526723,0.0,0.1270921180563197,0.05667101196344784,0.10735926597115586,0.0,0.0,1
0.0,0.9520241370928738,0.0,0.0,0.0,0.07121908240919259,0.09178599651915714,0.9234176873494226,0.16897037149207478,0.0,0.05847054833882673,0.0,2
0.9872963487793115,0.9084896444928718,0.9993696035359603,1.0,0.9046343971552366,0.0,1.0,0.8944664495859634,1.0,1.0,0.9508032919251319,0.0,0
1.0,1.0,0.9750276903887818,1.0,1.0,0.01879470361416849,1.0,0.8314245535683085,0.9671920968949294,1.0,1.0,0.17219998257267632,0
0.0,1.0,1.0,0.04481939840002405,0.0,0.0,0.0,0.9844212599976858,1.0,0.0,0.032627775910000656,0.09812552068732916,4
0.9433384357650766,0.0,0.03818667087856431,0.06439537277171681,0.0937320949796916,0.0,1.0,0.02942964931756678,0.0,0.08085337147256216,0.13541244137977065,0.049894329375995444,3
0.0,0.0,0.0,0.05312141576687457,0.0,0.0,0.03759462457084628,0.0,0.0,0.003389369194842007,0.018738010937167038,0.0,1
0.9205744380328941,0.08430067822822768,0.0,0.0,0.004903585739636174,0.09982201342006505,0.975861881982583,0.0,0.08999914436217255,0.09351542291350379,0.0,0.0,3
0.0,0.9399925740073123,0.0,0.027957232900983786,0.0,0.05352777929243446,0.0,0.9357194734218652,0.023512449678352698,0.0,0.0,0.06854304190964028,2
1.0,0.0932649938506055,0.11499145994264562,0.05923026727704811,0.049619022840495075,0.11565988605732125,0.9485467018763316,0.1649127934094642,0.0,0.12958009196729386,0.17505208531675137,0.0,3
1.0,0.8977516325397492,1.0,0.9950163279454303,0.9761932233590497,0.001587034327082168,1.0,1.0,0.8505934962583556,1.0,1.0,0.0,0
0.0,1.0,0.08434802547645937,0.0,0.11518282435783825,0.0014755945776306206,0.16063726172213294,1.0,0.10180865664499145,0.057296728136218056,0.0,0.027745728914137263,2
1.0,1.0,0.8958188450271322,0.9026814274036227,1.0,0.0,0.8709142170103544,0.9459354835129039,1.0,1.0,0.9611048743607298,0.03421484213456691,0
0.0,0.0,0.0,0.049431087017892894,0.0,0.11884841840596533,0.12450180634196861,0.13207654813900094,0.0,0.0,0.1325423194638038,0.0,1
0.10176481091439771,0.9308830264443316,0.8864901165831517,0.10596303834011972,0.09314455165143978,0.06684505490571957,0.0,0.9981485523287585,0.8417112271479268,0.035664050154335186,0.0,0.07878275438962201,4
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.160777468098955,0.024041882185476815,0.13881739051878145,0.17561350755843358,0.1391366539388041,3
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9585555822664171,1.0,1.0,1.0,0.0,0
1.0,0.0,0.006012188434517757,0.11090517577055678,0.10638848218856359,0.0,1.0,0.0,0.10974194089405237,0.0,0.03592735825551488,0.0,3
0.04188532041940454,1.0,0.0056439397999023255,0.0,0.0,0.08145814442631982,0.14905626300322072,0.9099154804603867,0.014083064096270026,0.0959090080023573,0.0,0.0,2
0.9063157912841582,1.0,1.0,0.9813183920319242,0.8952466494764697,0.0,1.0,1.0,0.9160570683829155,1.0,0.8601587824945155,0.0,0
0.07245936204170664,0.9870676883487284,1.0,0.0,0.0,0.0,0.0,1.0,0.9923398506877878,0.0,0.0,0.03194719271822752,4
0.004146498725015477,0.9849763808804205,0.0,0.07228127382933547,0.0010216911763657188,0.03154585643458438,0.0,0.8535755465122348,0.0,0.04640188542911114,0.03358374904913827,0.0,2
0.0,0.9831906580151981,1.0,0.0,0.011214267375608045,0.0,0.08266924442893014,1.0,1.0,0.17100336059114346,0.03536023928247675,0.0689063150456374,4
1.0,0.0477429229318114,0.0,0.06913678837538892,0.0,0.0,0.8287393522794335,0.15669559093409235,0.0,0.07112912821240858,0.0,0.1080362302651744,3
0.9447134783753006,0.0,0.0,0.0,0.06744187516168526,0.03485288587671975,0.9535002683693927,0.0,0.0,0.13032086668152937,0.005932989476666456,0.0,3
1.0,0.9341649128956083,1.0,0.988123471573301,0.9862530409646388,0.0864399997982832,0.8948036460964784,0.8959690703099414,1.0,0.8765405536171158,0.8825728773975164,0.0,0
1.0,0.993582517302286,1.0,0.9821209150492516,1.0,0.0,1.0,1.0,0.8866539432775583,0.897898470356298,0.9943114913965752,0.08085060039349856,0
0.9455967956488714,0.05903320791834027,0.015207361166310357,0.0,0.0,0.06764613890797519,0.9338372571746177,0.15588727827982113,0.04043696307399658,0.08471434404038503,0.13532996544769843,0.06342818703460137,3
1.0,0.0,0.03752982534167662,0.0,0.027266297343549628,0.05191567020964313,1.0,0.0,0.0,0.0,0.0,0.1392904524609837,3
0.06491789672143627,0.9116443862399741,1.0,0.04198802011842842,0.0,0.11019451857647697,0.12263762525815425,1.0,1.0,0.06657760594635972,0.1440393204219902,0.07138209171197402,4
1.0,0.0,0.0,0.0,0.0,0.0,0.8464391760654084,0.09733201503591354,0.06758129056678816,0.02853730981149863,0.07871057281922422,0.0,3
0.0,1.0,1.0,0.0701509429591119,0.0,0.0,0.060953313266194964,1.0,0.9422330330598325,0.03179563903739499,0.1672327450732552,0.10677688175473898,4
0.04483858938052884,0.8938056230422128,1.0,0.0,0.09995661774182343,0.0,0.0,0.8998763770640924,0.8709097883860862,0.0,0.0,0.03594786765953753,4
0.9900278216031323,1.0,0.965973455041837,0.8951993646544419,1.0,0.0,1.0,0.9947216454430619,0.9437462633989429,1.0,0.8374273340146203,0.0,0
0.020408859459599665,0.9717691359121075,0.03374206914033992,0.0,0.020992451378039928,0.11721140744678676,0.04311584225729306,0.8415722859615086,0.0,0.0,0.0,0.0,2
0.0,0.9241759216849814,0.0,0.0,0.047213219420065844,0.09099720405690784,0.0749716935803389,1.0,0.0,0.0,0.0,0.0,2
0.8974103474783578,0.9899885254284607,1.0,1.0,0.897582573063912,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12348805840724592,0.03407345702786074,0.02210842367861457,0.0,3
0.0,0.970474468038254,1.0,0.0,0.0,0.0,0.14358382091536132,0.8861121614494388,0.858076431195261,0.013406008569282424,0.0,0.0,4
1.0,0.0,0.10258573228730153,0.05982407981512422,0.0,0.0,0.861913155061842,0.0,0.0,0.0,0.005054246143227387,0.12752771381840444,3
0.0,0.9698212724649041,0.023891799025905408,0.11447556967045594,0.0,0.0,0.10642029122133839,1.0,0.12654094981385028,0.16861835070155262,0.13890034359720815,0.0,2
0.060614055909691655,0.036975431717874985,0.0,0.0,0.0,0.073524767020404,0.0,0.1387486939110773,0.0,0.022700547696073853,0.0,0.0923366316565356,1
1.0,0.9552825554067979,1.0,1.0,0.9724469040027345,0.01838113043918388,1.0,1.0,0.9511197298412551,0.8451905720054717,1.0,0.0,0
0.10811735021958047,0.03313989243827484,0.049938025399080516,0.0,0.08554579783323846,0.0,0.0,0.0,0.15702554156822784,0.04996098282366804,0.15217034070409124,0.0,1
0.0,0.9979341270768903,0.9174330205853445,0.0,0.034753478488901424,0.10851604847364416,0.0,1.0,1.0,0.12305322547924569,0.0,0.07468252863240338,4
0.06239164665349023,0.9384714357423232,0.969711957012459,0.01609972955072092,0.0,0.0,0.0,0.9742503400105659,1.0,0.1167292094014532,0.0,0.016824714983021127,4
0.1033800787100772,1.0,1.0,0.0,0.0,0.0,0.1691405009438282,1.0,0.8243937351791176,0.06841057481627513,0.02843215616543812,0.0,4
0.0,0.031745406383900276,0.11011773284746598,0.0,0.008310311174408336,0.11062212528001567,0.0,0.0,0.07051762029854725,0.1427258512261248,0.04702214068161942,0.0,1
0.8812687576080761,0.005514029637109147,0.0,0.07071864318225013,0.06630295486779245,0.0,0.9439364326673432,0.0,0.03267724624392007,0.14786864495425978,0.0,0.0,3
0.9540497156930631,0.8855623115719242,1.0,1.0,1.0,0.0,1.0,1.0,0.9751339969651146,1.0,1.0,0.09498843509831623,0
0.9734267701971506,0.06162151592803278,0.0,0.002980740265599774,0.07483426344834457,0.0,0.9016304318638445,0.05652925801401315,0.14863779307213115,0.0,0.09750204596539697,0.0,3
1.0,1.0,0.9591150355398892,0.9093355084850943,0.9648635391121042,0.0396817248006997,1.0,0.8965859700419222,1.0,0.9007281528787237,0.858958617493816,0.1243344306964842,0
0.0,0.04728906599895716,0.0,0.0,0.0,0.05577657842945108,0.0,0.0,0.0,0.0,0.04968938247967347,0.0,1
0.0342757951585175,0.9192641547972445,1.0,0.07580829204923889,0.0,0.006968823214034053,0.027829697987369367,0.964109800200974,0.9366089682759757,0.0,0.0,0.0,4
0.9888936895190096,1.0,1.0,0.9432133721802618,1.0,0.0,1.0,1.0,1.0,1.0,0.8202058826060596,0.0,0
0.9967016985259591,0.0,0.08289174450588618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.076473004221081,3
0.8807987724904756,0.0,0.06687956888140337,0.07066236512383439,0.10664733636984425,0.11163448186928715,0.8639551038536957,0.06047941611090121,0.0,0.0,0.10404000992425405,0.0,3
0.04115352785796347,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05395523136726546,0.050815181878402255,0.0,4
0.0922895043029083,0.9012111392346125,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.025934941762376762,0.0,4
0.0,1.0,0.10223648081361919,0.0,0.11379810239173604,0.0,0.0,0.8322374180165597,0.0,0.0,0.06767427812975621,0.16363993094932522,2
0.1013012149785727,0.10726980284834986,0.0,0.0,0.0,0.0,0.0,0.08536242747721584,0.0,0.0,0.0,0.0,1
1.0,1.0,1.0,0.9802465503624354,0.9076416094393116,0.0,1.0,0.9075939309361841,1.0,1.0,0.9624760108693599,0.0,0
0.9222128036095676,1.0,1.0,0.8920524124337539,0.9398075871183932,0.08360072336439833,1.0,1.0,1.0,1.0,1.0,0.017233902219898206,0
0.0,0.9311358267108816,0.057126173313575584,0.016522066700973753,0.0,0.0,0.0,0.9480678630033195,0.041590889436955686,0.0,0.0,0.0,2
0.9986783025702273,0.07997951155021027,0.11598295072133866,0.0,0.0,0.0354948123899555,0.969229302706391,0.018441415424750224,0.024510852614090417,0.0,0.12524571915481758,0.029122420727178883,3
0.049818219322572604,1.0,0.0,0.0,0.05816150975376813,0.0,0.012750199307236393,0.9082915903737585,0.1008104229759802,0.10297735166637972,0.09734097073802872,0.057332770367187175,2
0.10890289793382943,0.9970796294810862,0.09188576003222057,0.0,0.05929902482928143,0.07581412789597872,0.0,0.8802096590414784,0.0,0.004088451647035141,0.03127292742975782,0.0,2
0.9368842902421747,0.07671767636972499,0.0,0.0,0.0,0.0026305119050648584,1.0,0.16497818844033518,0.0,0.0,0.09987595848400455,0.10486136851594186,3
0.0,0.04202671087844667,0.0,0.0006644454207250516,0.06357693612704435,0.0,0.1225369759359981,0.012900248446083312,0.0,0.0,0.17864196960976308,0.0,1
0.0,1.0,0.9564259917886707,0.0,0.0,0.060065094440537536,0.06506831179378889,1.0,0.9832865400030885,0.07204015658789886,0.0,0.15774997784739125,4
0.11434394600087144,0.9702354659818366,0.9256929276315935,0.0,0.09393613040663504,0.010845310622563636,0.1310842172981193,0.9258459423757843,0.8354804524057231,0.11428607518990219,0.0,0.0,4
0.0,0.9887332382632443,1.0,0.02262470221432647,0.03852398973815491,0.0,0.1534367208483009,1.0,1.0,0.0,0.0,0.09812090421290087,4
0.05509350139304983,0.9741989357228812,1.0,0.0,0.0,0.0,0.15328619214307176,1.0,1.0,0.1644087611260262,0.1533913681696054,0.0,4
0.9600933195234114,0.0,0.058851344553255996,0.0,0.0,0.0,1.0,0.09613749577637487,0.0,0.07356200749275621,0.0,0.07800217130880471,3
1.0,1.0,0.95252564188702,0.9779910053908991,0.913546483001733,0.10710276789166709,1.0,1.0,1.0,0.9708856312293002,1.0,0.0,0
1.0,0.04507223181676573,0.09813296325174925,0.0,0.0,0.02560916230579799,0.8599710846682095,0.0,0.0899374349909719,0.0,0.09908744680644305,0.0,3
0.01778099867423419,1.0,1.0,0.0,0.0,0.07375796407270616,0.11090522121870872,1.0,1.0,0.11890158682295293,0.05102975500879897,0.09341807198607804,4
0.11036560873504478,1.0,0.07175808047377943,0.0,0.07980107871722852,0.0,0.0,0.8594613556403691,0.0742759919979134,0.12410788478835377,0.0,0.0,2
0.9277738915725879,1.0,1.0,0.8908728045920979,0.9128887296562049,0.0,0.8785007365156982,1.0,1.0,0.9277243633101946,0.9410944427746042,0.11818417894465533,0
0.09759169385018021,1.0,0.0,0.0449639612965787,0.05268053273399598,0.025935167442630108,0.0,1.0,0.0,0.0,0.0,0.0333470344363522,2
1.0,0.0,0.0,0.05829881538755122,0.0,0.0,1.0,0.0,0.0,0.03059228674057246,0.13544723611707865,0.06891729229377364,3
0.10656228617577845,0.1153655469311459,0.017694619894423003,0.0,0.01565556358434636,0.097651389102266,0.0,0.0,0.12271568983295056,0.0,0.0,0.0,1
1.0,0.9981344137348973,0.9541727373162927,0.997704740830595,0.9016617704442167,0.0,1.0,1.0,1.0,0.9364919720697413,0.827888642647686,0.03117930303283542,0
0.0,1.0,0.9808855970654328,0.0,0.0,0.0,0.13817830952831378,1.0,1.0,0.033005850342147175,0.1662807983917715,0.030823369282384994,4
0.9344971565669722,0.0,0.0,0.0,0.0,0.0917720249975188,0.9263505111236336,0.0,0.0,0.0,0.05523552651674027,0.0,3
0.0,0.09669686847998257,0.08196910902617008,0.005542093684193727,0.0,0.0,0.024652155731744396,0.0,0.0,0.0,0.0012400442798191913,0.0,1
0.03680077117364394,0.08051257624239469,0.003999095412945283,0.0,0.09773818234723672,0.003929227720216866,0.0,0.0,0.0,0.0516517208597915,0.0,0.0,1
0.012845805063426946,0.013216738953662849,0.0,0.0,0.02319717298879928,0.008916491653070624,0.05253534128163148,0.004518970037131309,0.0,0.0,0.12050941207250232,0.0,1
0.03605297177901087,0.9139642231885137,0.005580297741336587,0.0,0.027359957013121883,0.0514739520035743,0.1268626229019686,0.8687221287125777,0.008776243458906652,0.11858688571001103,0.0,0.0,2
0.9631279155420578,0.0,0.0,0.05821707755143876,0.0,0.0474540874421836,1.0,0.0,0.0,0.17455269776771237,0.0,0.0,3
0.11769914440630416,1.0,0.006064604228400827,0.0,0.0,0.0,0.0,0.9511441594745984,0.0,0.0,0.07565657436956458,0.14089406986846903,2
0.9883731798316676,0.9348384578475002,0.961343588520442,0.9888397366977874,0.9798375160627588,0.0,1.0,0.8535628366133239,0.8547631957236828,1.0,1.0,0.020293464821526025,0
0.0,0.0,0.027474102904421094,0.0,0.0,0.0,0.0,0.0,0.09076814603002115,0.030970467665320633,0.0,0.0908603923141334,1
0.0,1.0,1.0,0.027379564565385955,0.09987963353011656,0.02898358198989434,0.0,0.9274733578417813,0.9389467289398531,0.0,0.14440556540455257,0.15240447420759168,4
0.9862066134519318,0.057399453320714944,0.0,0.02761270120864065,0.0,0.009903509196738908,0.9996515743637187,0.04162962034079612,0.12175882309070385,0.03835941697634046,0.0,0.0732442995000519,3
0.8996891223215556,0.9170130313277244,1.0,1.0,1.0,0.0,0.8874610420700358,0.9815837237277225,1.0,0.9668959030299296,0.829454285444787,0.0,0
1.0,1.0,0.9692832108329641,1.0,1.0,0.007070371568709516,0.9593154568141349,1.0,0.9142396035714985,0.9137043176103652,0.9806583204660219,0.17869144037571388,0
0.9023083157049814,1.0,0.9238886608728742,0.9761866034273807,1.0,0.0,1.0,0.8411127024394639,1.0,0.8773823430935794,0.9697699779871227,0.03267010907652185,0
0.11322365014780594,0.894464062832252,0.0,0.0,0.0764427466125373,0.0,0.0,0.9834479075365079,0.0,0.001624107346220094,0.1490850952775909,0.0,2
0.9794661757045549,0.9155679379104267,1.0,1.0,1.0,0.10198276002222564,0.957895650235739,0.994810525223079,1.0,0.8334876413791769,0.9191490911325113,0.0,0
0.029991330233876512,0.0,0.06322613158386198,0.0,0.0,0.04879959496776598,0.15737865321080002,0.011778960609555605,0.041192027233532574,0.09688289945170953,0.0,0.02380191938267215,1
0.08502917403018473,0.924238085932299,0.9804961532411111,0.048143621008140625,0.0,0.0,0.0,0.8872256988482858,0.8829668472318061,0.0,0.16678042914221558,0.10734908433775214,4
0.0936471063895826,0.9246778495348718,0.0,0.0,0.0,0.0,0.0,0.9623291773703054,0.0,0.0,0.0,0.11215578747550697,2
